Sex;Autonomous Communities;Measurements and percentiles;Periodo;Total
Both genders;Canarias;Average;2013;19.167,93
Both genders;Canarias;Average;2012;19.277,62
Both genders;Canarias;Average;2011;19.516,96
Both genders;Canarias;Average;2010;19.315,56
Both genders;Canarias;Average;2009;18.926,36
Both genders;Canarias;Average;2008;18.466,99
Both genders;Canarias;10th Percentile;2024;11.877,7
Both genders;Canarias;10th Percentile;2023;11.508,69
Both genders;Canarias;10th Percentile;2022;11.092
Both genders;Canarias;10th Percentile;2021;9.437,8
Both genders;Canarias;10th Percentile;2020;8.850,18
Both genders;Canarias;10th Percentile;2019;8.793,55
Both genders;Canarias;10th Percentile;2018;8.806,74
Both genders;Canarias;10th Percentile;2017;8.504,67
Both genders;Canarias;10th Percentile;2016;7.840,41
Both genders;Canarias;10th Percentile;2015;7.283,78
Both genders;Canarias;10th Percentile;2014;7.381,98
Both genders;Canarias;10th Percentile;2013;6.623,23
Both genders;Canarias;10th Percentile;2012;6.772,32
Both genders;Canarias;10th Percentile;2011;7.529,64
Both genders;Canarias;10th Percentile;2010;7.913,84
Both genders;Canarias;10th Percentile;2009;8.186,66
Both genders;Canarias;10th Percentile;2008;8.591,6
Both genders;Canarias;25th Percentile;2024;16.305,72
Both genders;Canarias;25th Percentile;2023;15.384
Both genders;Canarias;25th Percentile;2022;14.964,49
Both genders;Canarias;25th Percentile;2021;13.717,53
Both genders;Canarias;25th Percentile;2020;13.299,96
Both genders;Canarias;25th Percentile;2019;12.845,75
Both genders;Canarias;25th Percentile;2018;12.896,45
Both genders;Canarias;25th Percentile;2017;12.491,9
Both genders;Canarias;25th Percentile;2016;11.892,67
Both genders;Canarias;25th Percentile;2015;11.609,2
Both genders;Canarias;25th Percentile;2014;11.550,49
Both genders;Canarias;25th Percentile;2013;11.127,36
Both genders;Canarias;25th Percentile;2012;11.137,92
Both genders;Canarias;25th Percentile;2011;11.577,26
Both genders;Canarias;25th Percentile;2010;11.643,18
Both genders;Canarias;25th Percentile;2009;12.144,18
Both genders;Canarias;25th Percentile;2008;12.028,43
Both genders;Canarias;50th Percentile;2024;20.631,84
Both genders;Canarias;50th Percentile;2023;19.803,97
Both genders;Canarias;50th Percentile;2022;19.214,15
Both genders;Canarias;50th Percentile;2021;18.179,7
Both genders;Canarias;50th Percentile;2020;17.702,02
Both genders;Canarias;50th Percentile;2019;17.379,17
Both genders;Canarias;50th Percentile;2018;17.413,53
Both genders;Canarias;50th Percentile;2017;17.223,25
Both genders;Canarias;50th Percentile;2016;16.833,69
Both genders;Canarias;50th Percentile;2015;17.025,12
Both genders;Canarias;50th Percentile;2014;16.509,48
Both genders;Canarias;50th Percentile;2013;16.405,41
Both genders;Canarias;50th Percentile;2012;16.584,6
Both genders;Canarias;50th Percentile;2011;16.487,68
Both genders;Canarias;50th Percentile;2010;15.897,41
Both genders;Canarias;50th Percentile;2009;16.229,38
Both genders;Canarias;50th Percentile;2008;15.725,28
Both genders;Canarias;75th Percentile;2024;29.218,96
Both genders;Canarias;75th Percentile;2023;28.261,62
Both genders;Canarias;75th Percentile;2022;26.492,72
Both genders;Canarias;75th Percentile;2021;26.416,09
Both genders;Canarias;75th Percentile;2020;25.686,89
Both genders;Canarias;75th Percentile;2019;24.675,56
Both genders;Canarias;75th Percentile;2018;24.342,15
Both genders;Canarias;75th Percentile;2017;24.044,2
Both genders;Canarias;75th Percentile;2016;23.721,56
Both genders;Canarias;75th Percentile;2015;24.326,91
Both genders;Canarias;75th Percentile;2014;23.315,06
Both genders;Canarias;75th Percentile;2013;23.306,4
Both genders;Canarias;75th Percentile;2012;23.365,74
Both genders;Canarias;75th Percentile;2011;23.691,54
Both genders;Canarias;75th Percentile;2010;23.592,06
Both genders;Canarias;75th Percentile;2009;22.715,64
Both genders;Canarias;75th Percentile;2008;21.693,6
Both genders;Canarias;90th Percentile;2024;45.093,89
Both genders;Canarias;90th Percentile;2023;43.648,63
Both genders;Canarias;90th Percentile;2022;40.680,97
Both genders;Canarias;90th Percentile;2021;41.885,36
Both genders;Canarias;90th Percentile;2020;39.554,65
Both genders;Canarias;90th Percentile;2019;37.890,54
Both genders;Canarias;90th Percentile;2018;36.394,85
Both genders;Canarias;90th Percentile;2017;36.164,07
Both genders;Canarias;90th Percentile;2016;35.740,4
Both genders;Canarias;90th Percentile;2015;36.148,33
Both genders;Canarias;90th Percentile;2014;34.565,14
Both genders;Canarias;90th Percentile;2013;35.000,88
Both genders;Canarias;90th Percentile;2012;34.458,15
Both genders;Canarias;90th Percentile;2011;34.847,21
Both genders;Canarias;90th Percentile;2010;35.000,04
Both genders;Canarias;90th Percentile;2009;33.618,92
Both genders;Canarias;90th Percentile;2008;32.004,86
Both genders;Cantabria;Average;2024;27.097,17
Both genders;Cantabria;Average;2023;26.568,7
Both genders;Cantabria;Average;2022;25.291,14
Both genders;Cantabria;Average;2021;24.470,7
Both genders;Cantabria;Average;2020;23.495,12
Both genders;Cantabria;Average;2019;23.347,52
Both genders;Cantabria;Average;2018;22.554,83
Both genders;Cantabria;Average;2017;22.390,4
Both genders;Cantabria;Average;2016;22.063,02
Both genders;Cantabria;Average;2015;21.856,81
Both genders;Cantabria;Average;2014;21.199,83
Both genders;Cantabria;Average;2013;20.052,12
Both genders;Cantabria;Average;2012;20.191,51
Both genders;Cantabria;Average;2011;20.931,68
Both genders;Cantabria;Average;2010;21.156,79
Both genders;Cantabria;Average;2009;20.869,86
Both genders;Cantabria;Average;2008;20.377,68
Both genders;Cantabria;10th Percentile;2024;10.799,3
Both genders;Cantabria;10th Percentile;2023;11.806,49
Both genders;Cantabria;10th Percentile;2022;10.191,96
Both genders;Cantabria;10th Percentile;2021;10.041,26
Both genders;Cantabria;10th Percentile;2020;9.941,13
Both genders;Cantabria;10th Percentile;2019;9.362,49
Both genders;Cantabria;10th Percentile;2018;8.914,92
Both genders;Cantabria;10th Percentile;2017;8.844,61
Both genders;Cantabria;10th Percentile;2016;8.480,47
Both genders;Cantabria;10th Percentile;2015;8.085,88
Both genders;Cantabria;10th Percentile;2014;7.134,6
Both genders;Cantabria;10th Percentile;2013;7.566,98
Both genders;Cantabria;10th Percentile;2012;7.518,84
Both genders;Cantabria;10th Percentile;2011;8.082,61
Both genders;Cantabria;10th Percentile;2010;8.248,8
Both genders;Cantabria;10th Percentile;2009;8.209,95
Both genders;Cantabria;10th Percentile;2008;8.763,7
Both genders;Cantabria;25th Percentile;2024;17.044,41
Both genders;Cantabria;25th Percentile;2023;16.803,37
Both genders;Cantabria;25th Percentile;2022;15.752,1
Both genders;Cantabria;25th Percentile;2021;15.089,14
Both genders;Cantabria;25th Percentile;2020;14.271,68
Both genders;Cantabria;25th Percentile;2019;14.433,6
Both genders;Cantabria;25th Percentile;2018;14.122,67
Both genders;Cantabria;25th Percentile;2017;13.534,85
Both genders;Cantabria;25th Percentile;2016;12.939,01
Both genders;Cantabria;25th Percentile;2015;13.443,74
Both genders;Cantabria;25th Percentile;2014;12.659,03
Both genders;Cantabria;25th Percentile;2013;12.336,9
Both genders;Cantabria;25th Percentile;2012;12.534,9
Both genders;Cantabria;25th Percentile;2011;13.222,5
Both genders;Cantabria;25th Percentile;2010;13.160,89
Both genders;Cantabria;25th Percentile;2009;12.899,82
Both genders;Cantabria;25th Percentile;2008;13.201,31
Both genders;Cantabria;50th Percentile;2024;23.246,78
Both genders;Cantabria;50th Percentile;2023;22.628,22
Both genders;Cantabria;50th Percentile;2022;21.645,24
Both genders;Cantabria;50th Percentile;2021;20.871,86
Both genders;Cantabria;50th Percentile;2020;20.086,04
Both genders;Cantabria;50th Percentile;2019;20.114,15
Both genders;Cantabria;50th Percentile;2018;18.910,81
Both genders;Cantabria;50th Percentile;2017;19.092,46
Both genders;Cantabria;50th Percentile;2016;18.590,39
Both genders;Cantabria;50th Percentile;2015;18.861,3
Both genders;Cantabria;50th Percentile;2014;18.514,74
Both genders;Cantabria;50th Percentile;2013;17.632,21
Both genders;Cantabria;50th Percentile;2012;17.284,05
Both genders;Cantabria;50th Percentile;2011;18.023,05
Both genders;Cantabria;50th Percentile;2010;18.071,76
Both genders;Cantabria;50th Percentile;2009;18.002,19
Both genders;Cantabria;50th Percentile;2008;17.624,84
Both genders;Cantabria;75th Percentile;2024;34.226,38
Both genders;Cantabria;75th Percentile;2023;33.109,54
Both genders;Cantabria;75th Percentile;2022;31.528,04
Both genders;Cantabria;75th Percentile;2021;31.088,48
Both genders;Cantabria;75th Percentile;2020;29.710,66
Both genders;Cantabria;75th Percentile;2019;30.069,64
Both genders;Cantabria;75th Percentile;2018;28.217,01
Both genders;Cantabria;75th Percentile;2017;27.968,43
Both genders;Cantabria;75th Percentile;2016;27.411,34
Both genders;Cantabria;75th Percentile;2015;27.526,75
Both genders;Cantabria;75th Percentile;2014;26.671,48
Both genders;Cantabria;75th Percentile;2013;25.304,87
Both genders;Cantabria;75th Percentile;2012;24.543,38
Both genders;Cantabria;75th Percentile;2011;26.002,96
Both genders;Cantabria;75th Percentile;2010;26.335,73
Both genders;Cantabria;75th Percentile;2009;26.163,6
Both genders;Cantabria;75th Percentile;2008;25.032,66
Both genders;Cantabria;90th Percentile;2024;47.183,35
Both genders;Cantabria;90th Percentile;2023;45.410,51
Both genders;Cantabria;90th Percentile;2022;44.390
Both genders;Cantabria;90th Percentile;2021;43.314,61
Both genders;Cantabria;90th Percentile;2020;41.819,48
Both genders;Cantabria;90th Percentile;2019;41.000
Both genders;Cantabria;90th Percentile;2018;39.345,71
Both genders;Cantabria;90th Percentile;2017;40.839
Both genders;Cantabria;90th Percentile;2016;39.657,6
Both genders;Cantabria;90th Percentile;2015;38.476,91
Both genders;Cantabria;90th Percentile;2014;38.592,37
Both genders;Cantabria;90th Percentile;2013;35.467,68
Both genders;Cantabria;90th Percentile;2012;36.539,97
Both genders;Cantabria;90th Percentile;2011;36.713,48
Both genders;Cantabria;90th Percentile;2010;37.152,52
Both genders;Cantabria;90th Percentile;2009;37.183,58
Both genders;Cantabria;90th Percentile;2008;35.322,22
Both genders;Castilla y León;Average;2024;26.177,28
Both genders;Castilla y León;Average;2023;25.227,03
Both genders;Castilla y León;Average;2022;24.186,89
Both genders;Castilla y León;Average;2021;23.564,33
Both genders;Castilla y León;Average;2020;22.948,76
Both genders;Castilla y León;Average;2019;22.061,44
Both genders;Castilla y León;Average;2018;22.034,53
Both genders;Castilla y León;Average;2017;21.846,88
Both genders;Castilla y León;Average;2016;21.551,57
Both genders;Castilla y León;Average;2015;21.296,1
Both genders;Castilla y León;Average;2014;20.524,83
Both genders;Castilla y León;Average;2013;20.440,56
Both genders;Castilla y León;Average;2012;20.569,14
Both genders;Castilla y León;Average;2011;21.029,37
Both genders;Castilla y León;Average;2010;20.960,87
Both genders;Castilla y León;Average;2009;21.037,13
Both genders;Castilla y León;Average;2008;20.218,21
Both genders;Castilla y León;10th Percentile;2024;11.349,61
Both genders;Castilla y León;10th Percentile;2023;10.762,99
Both genders;Castilla y León;10th Percentile;2022;9.172,42
Both genders;Castilla y León;10th Percentile;2021;9.144,4
Both genders;Castilla y León;10th Percentile;2020;8.498,47
Both genders;Castilla y León;10th Percentile;2019;8.772,96
Both genders;Castilla y León;10th Percentile;2018;8.012,56
Both genders;Castilla y León;10th Percentile;2017;8.450,96
Both genders;Castilla y León;10th Percentile;2016;8.070,71
Both genders;Castilla y León;10th Percentile;2015;7.992,37
Both genders;Castilla y León;10th Percentile;2014;7.293,62
Both genders;Castilla y León;10th Percentile;2013;6.898,27
Both genders;Castilla y León;10th Percentile;2012;6.960,99
Both genders;Castilla y León;10th Percentile;2011;7.779,75
Both genders;Castilla y León;10th Percentile;2010;7.430,51
Both genders;Castilla y León;10th Percentile;2009;8.736
Both genders;Castilla y León;10th Percentile;2008;8.878,06
Both genders;Castilla y León;25th Percentile;2024;17.011,37
Both genders;Castilla y León;25th Percentile;2023;16.396,95
Both genders;Castilla y León;25th Percentile;2022;15.026,55
Both genders;Castilla y León;25th Percentile;2021;14.778,12
Both genders;Castilla y León;25th Percentile;2020;14.257,96
Both genders;Castilla y León;25th Percentile;2019;13.706,79
Both genders;Castilla y León;25th Percentile;2018;13.819,11
Both genders;Castilla y León;25th Percentile;2017;13.426,68
Both genders;Castilla y León;25th Percentile;2016;13.301,51
Both genders;Castilla y León;25th Percentile;2015;13.117,8
Both genders;Castilla y León;25th Percentile;2014;12.826,83
Both genders;Castilla y León;25th Percentile;2013;12.370,71
Both genders;Castilla y León;25th Percentile;2012;12.679,08
Both genders;Castilla y León;25th Percentile;2011;13.282,54
Both genders;Castilla y León;25th Percentile;2010;12.848,71
Both genders;Castilla y León;25th Percentile;2009;13.087,83
Both genders;Castilla y León;25th Percentile;2008;12.828,48
Both genders;Castilla y León;50th Percentile;2024;22.566,96
Both genders;Castilla y León;50th Percentile;2023;21.766,05
Both genders;Castilla y León;50th Percentile;2022;20.677,5
Both genders;Castilla y León;50th Percentile;2021;20.343,86
Both genders;Castilla y León;50th Percentile;2020;19.713,12
Both genders;Castilla y León;50th Percentile;2019;19.152,61
Both genders;Castilla y León;50th Percentile;2018;19.057,88
Both genders;Castilla y León;50th Percentile;2017;18.672,47
Both genders;Castilla y León;50th Percentile;2016;18.594,84
Both genders;Castilla y León;50th Percentile;2015;18.381,52
Both genders;Castilla y León;50th Percentile;2014;17.687,69
Both genders;Castilla y León;50th Percentile;2013;17.557,96
Both genders;Castilla y León;50th Percentile;2012;17.465,56
Both genders;Castilla y León;50th Percentile;2011;17.971,26
Both genders;Castilla y León;50th Percentile;2010;17.669,77
Both genders;Castilla y León;50th Percentile;2009;17.577,2
Both genders;Castilla y León;50th Percentile;2008;17.246,99
Both genders;Castilla y León;75th Percentile;2024;32.392,34
Both genders;Castilla y León;75th Percentile;2023;31.037,4
Both genders;Castilla y León;75th Percentile;2022;29.965,84
Both genders;Castilla y León;75th Percentile;2021;29.127,02
Both genders;Castilla y León;75th Percentile;2020;28.384,99
Both genders;Castilla y León;75th Percentile;2019;27.449,1
Both genders;Castilla y León;75th Percentile;2018;27.778,09
Both genders;Castilla y León;75th Percentile;2017;27.329,11
Both genders;Castilla y León;75th Percentile;2016;26.885,14
Both genders;Castilla y León;75th Percentile;2015;26.642,59
Both genders;Castilla y León;75th Percentile;2014;25.454,21
Both genders;Castilla y León;75th Percentile;2013;25.707,27
Both genders;Castilla y León;75th Percentile;2012;25.576,57
Both genders;Castilla y León;75th Percentile;2011;26.353,94
Both genders;Castilla y León;75th Percentile;2010;25.971,3
Both genders;Castilla y León;75th Percentile;2009;25.778,46
Both genders;Castilla y León;75th Percentile;2008;24.759,69
Both genders;Castilla y León;90th Percentile;2024;44.688,93
Both genders;Castilla y León;90th Percentile;2023;43.006,73
Both genders;Castilla y León;90th Percentile;2022;42.557,4
Both genders;Castilla y León;90th Percentile;2021;41.090,62
Both genders;Castilla y León;90th Percentile;2020;40.490,08
